Adjustment Type,Day,Country,Video ID,Channel ID,Asset ID,Asset Channel ID,Asset Type,Custom ID,Content Type,Policy,Claim Type,Claim Origin,Owned Views,YouTube Revenue Split : Auction,YouTube Revenue Split : Reserved,YouTube Revenue Split : Partner Sold YouTube Served,YouTube Revenue Split : Partner Sold Partner Served,YouTube Revenue Split,Partner Revenue : Auction,Partner Revenue : Reserved,Partner Revenue : Partner Sold YouTube Served,Partner Revenue : Partner Sold Partner Served,Partner Revenue
None,20210201,PT,--5c1_Y_ZGU,UCtMe4du_yvUS9FkR7nFQ5TQ,A238523302724426,UCtMe4du_yvUS9FkR7nFQ5TQ,Web,,Partner-provided,monetize,Audio-Visual,Web Upload,8,0.004103,0,0,0,0.004103,0.002257,0,0,0,0.002257
