Adjustment Type,Day,Country,Video ID,Channel ID,Asset ID,Asset Channel ID,Asset Type,Custom ID,Content Type,Policy,Claim Type,Claim Origin,Owned Views,YouTube Revenue Split : Auction,YouTube Revenue Split : Reserved,YouTube Revenue Split : Partner Sold YouTube Served,YouTube Revenue Split : Partner Sold Partner Served,YouTube Revenue Split,Partner Revenue : Auction,Partner Revenue : Reserved,Partner Revenue : Partner Sold YouTube Served,Partner Revenue : Partner Sold Partner Served,Partner Revenue
None,20210201,PT,--1cISg9pPI,UCMhWj3TvN9JoCXtpXR1PK0Q,A166595039958058,UCMhWj3TvN9JoCXtpXR1PK0Q,Web,--1cISg9pPI,Partner-provided,monetize,Audio-Visual,Web Upload,4,0.006387,0,0,0,0.006387,0.003514,0,0,0,0.003514
